
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
    40   30     9     26.0    0.439    19
    42   30    11     27.0    0.487    17
    50   30    10     27.0    0.512    19
    51   30    10     27.0    0.498     5
    53   30    10     29.0    0.512    16
    54   30    10     25.0    0.473    14
    56   30     8     26.0    0.372    15
    57   30    11     24.0    0.478    19
    58   30    11     26.0    0.470     2
    59   30    11     29.0    0.591     3
    60   30    11     33.0    0.470     6
    61   30    10     29.0    0.473    10
    63   30    11     28.0    0.500     3
    64   30    11     29.0    0.548    13
    66   30     9     27.0    0.462    13
    67   30    10     27.0    0.502    19
    70   30    12     28.0    0.518    10
    72   30    11     27.0    0.504     6
    73   30    10     30.0    0.507    19
    77   30     9     27.0    0.424    19
    78   30     9     28.0    0.443     3
    79   30    12     31.0    0.569     6
    82   30     9     25.0    0.424     8
    83   30    10     31.0    0.444     6
    84   30    10     30.0    0.430    13
    86   30    11     30.0    0.522     5
    87   30     8     22.0    0.353     4
    88   30    11     28.0    0.533     3
    90   30    10     26.0    0.556    16
    92   30    11     26.0    0.483    14
    93   30    10     26.0    0.494    17
    94   30    10     26.0    0.478    18
    95   30    11     28.0    0.570    10
    96   30    12     28.0    0.522    18
    98   30    12     33.0    0.630    12
   100   30    10     28.0    0.444    12
   101   30    10     24.0    0.440    19
   103   30     9     23.0    0.380     2
   104   30    10     27.0    0.502     5
   106   30     9     27.0    0.435     5
   108   30    11     29.0    0.585     4
   109   30     9     27.0    0.495    15
   110   30    11     27.0    0.561    17
   112   30    10     27.0    0.470    14
   113   30    10     27.0    0.435     8
   116   30    12     31.0    0.644    12
   117   30     9     29.0    0.435    18
   118   30    12     30.0    0.601    19
   119   30    10     27.0    0.470     1
   120   30    11     29.0    0.491     7
   121   30    10     28.0    0.502    14
   122   30     8     23.0    0.420     8
   123   30    12     33.0    0.526    19
   128   29     9     30.0    0.484    18
   129   29    10     29.0    0.556    17
   130   29     8     25.0    0.353     5
   131   29    11     28.0    0.585    10
   132   29    10     29.0    0.531    18
   133   29     9     29.0    0.448     6
   134   29     9     26.0    0.400    11
   135   28    11     26.0    0.496    12
   136   27    11     29.0    0.526    19
Total extinctions: 0
Generation time: 9.689 sec (10.243 average)

 ****** Running generation 31 ****** 

Population's average fitness: 22.22323 stdev: 3.65591
Best fitness: 35.00000 - size: (6, 16) - species 82 - id 17387

Species 77 with 9 members is stagnated: removing it

Species 123 with 12 members is stagnated: removing it

Species 50 with 10 members is stagnated: removing it

Species 57 with 11 members is stagnated: removing it

Species 118 with 12 members is stagnated: removing it

Species 101 with 10 members is stagnated: removing it

Species 40 with 9 members is stagnated: removing it

Species 67 with 10 members is stagnated: removing it
Average adjusted fitness: 0.446
Mean genetic distance 3.207, standard deviation 0.329
Population of 823 members in 69 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   31    14     34.0    0.529     1
     2   31    11     25.0    0.391    12
     6   31    12     26.0    0.443    16
    13   31    12     27.0    0.487     3
    19   31    13     31.0    0.574    15
    24   31    11     25.0    0.424     5
    25   31    12     31.0    0.498    12
    28   31    11     26.0    0.451     2
    29   31    12     27.0    0.483     7
    31   31    11     26.0    0.451     7
    33   31    12     26.0    0.404     4
    34   31    13     28.0    0.443     6
    35   31    11     25.0    0.391     9
    36   31    11     29.0    0.462    18
    39   31    13     29.0    0.458     6
    42   31    13     28.0    0.443    18
    51   31    12     24.0    0.409     6
    53   31    12     29.0    0.443    17
    54   31    12     27.0    0.461    15
    56   31    11     29.0    0.478    16
    58   31    13     28.0    0.439     3
    59   31    14     33.0    0.577     4
    60   31    11     26.0    0.419     7
    61   31    10     26.0    0.322    11
    63   31    13     27.0    0.474     4
    64   31    11     26.0    0.368    14
    66   31    11     25.0    0.415    14
    70   31    14     34.0    0.496     0
    72   31    14     28.0    0.557     7
    73   31    12     34.0    0.439     0
    78   31    11     28.0    0.406     4
    79   31    14     29.0    0.475     7
    82   31    12     35.0    0.522     0
    83   31    12     24.0    0.404     7
    84   31    10     27.0    0.378    14
    86   31    11     26.0    0.411     6
    87   31    10     25.0    0.413     5
    88   31    11     28.0    0.375     4
    90   31    12     27.0    0.452    17
    92   31    11     31.0    0.419    15
    93   31    12     26.0    0.413    18
    94   31    12     25.0    0.409    19
    95   31    11     27.0    0.399    11
    96   31    14     28.0    0.471    19
    98   31    14     30.0    0.464    13
   100   31    10     24.0    0.313    13
   103   31    11     26.0    0.411     3
   104   31    12     25.0    0.413     6
   106   31    13     28.0    0.551     6
   108   31    11     28.0    0.407     5
   109   31    13     32.0    0.565    16
   110   31    13     25.0    0.431    18
   112   31    10     28.0    0.378    15
   113   31    12     28.0    0.396     9
   116   31    14     27.0    0.489    13
   117   31    11     27.0    0.459    19
   119   31    12     29.0    0.435     2
   120   31    11     28.0    0.364     8
   121   31    12     29.0    0.461    15
   122   31    11     26.0    0.440     9
   128   30    12     28.0    0.464    19
   129   30    12     28.0    0.457    18
   130   30    11     26.0    0.440     6
   131   30    11     26.0    0.419    11
   132   30    12     29.0    0.487    19
   133   30    12     26.0    0.478     7
   134   30    12     28.0    0.488    12
   135   29    13     28.0    0.482    13
   136   28    13     31.0    0.482     0
Total extinctions: 0
Generation time: 9.786 sec (10.138 average)

 ****** Running generation 32 ****** 

Population's average fitness: 22.25395 stdev: 3.52390
Best fitness: 33.00000 - size: (6, 19) - species 109 - id 18563

Species 94 with 12 members is stagnated: removing it

Species 132 with 12 members is stagnated: removing it

Species 117 with 11 members is stagnated: removing it

Species 128 with 12 members is stagnated: removing it

Species 96 with 14 members is stagnated: removing it
Average adjusted fitness: 0.462
Mean genetic distance 3.203, standard deviation 0.336
Population of 787 members in 64 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   32    13     29.0    0.479     2
     2   32    12     26.0    0.468    13
     6   32    13     28.0    0.483    17
    13   32    11     27.0    0.383     4
    19   32    14     29.0    0.515    16
    24   32    13     28.0    0.536     6
    25   32    11     29.0    0.442    13
    28   32    10     25.0    0.359     3
    29   32    11     25.0    0.412     8
    31   32    12     25.0    0.441     8
    33   32    13     32.0    0.450     5
    34   32    14     28.0    0.485     7
    35   32    12     29.0    0.486    10
    36   32    12     24.0    0.482    19
    39   32    12     26.0    0.404     7
    42   32    11     26.0    0.362    19
    51   32    13     26.0    0.492     7
    53   32    11     25.0    0.429    18
    54   32    13     30.0    0.454    16
    56   32    12     27.0    0.445    17
    58   32    12     29.0    0.473     4
    59   32    15     31.0    0.607     5
    60   32    12     24.0    0.414     8
    61   32     9     21.0    0.285    12
    63   32    14     31.0    0.546     5
    64   32    12     27.0    0.495    15
    66   32    12     32.0    0.509    15
    70   32    13     32.0    0.479     1
    72   32    13     27.0    0.450     8
    73   32    13     29.0    0.525     1
    78   32    10     26.0    0.386     5
    79   32    13     27.0    0.468     8
    82   32    13     30.0    0.475     1
    83   32    13     29.0    0.483     8
    84   32    11     25.0    0.405    15
    86   32    10     26.0    0.382     7
    87   32    12     28.0    0.505     6
    88   32    12     27.0    0.427     5
    90   32    11     25.0    0.408    18
    92   32    12     28.0    0.509    16
    93   32    11     28.0    0.421    19
    95   32    12     29.0    0.473    12
    98   32    15     28.0    0.536    14
   100   32    11     28.0    0.470    14
   103   32    12     25.0    0.441     4
   104   32    14     28.0    0.575     7
   106   32    12     26.0    0.415     7
   108   32    12     29.0    0.423     6
   109   32    14     33.0    0.523    17
   110   32    14     31.0    0.531    19
   112   32    11     27.0    0.440    16
   113   32    13     31.0    0.479    10
   116   32    15     30.0    0.600    14
   119   32    13     29.0    0.446     3
   120   32    13     29.0    0.577     9
   121   32    13     30.0    0.496    16
   122   32    12     28.0    0.418    10
   129   31    11     28.0    0.388    19
   130   31    12     29.0    0.464     7
   131   31    12     26.0    0.427    12
   133   31    13     26.0    0.446     8
   134   31    13     26.0    0.471    13
   135   30    12     30.0    0.408    14
   136   29    12     29.0    0.450     1
Total extinctions: 0
Generation time: 10.336 sec (10.110 average)

 ****** Running generation 33 ****** 

Population's average fitness: 22.29606 stdev: 3.60362
Best fitness: 34.00000 - size: (6, 13) - species 83 - id 19007

Species 129 with 11 members is stagnated: removing it

Species 110 with 14 members is stagnated: removing it

Species 42 with 11 members is stagnated: removing it

Species 93 with 11 members is stagnated: removing it

Species 36 with 12 members is stagnated: removing it
Average adjusted fitness: 0.441
Mean genetic distance 3.205, standard deviation 0.346
Population of 822 members in 59 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   33    15     32.0    0.491     3
     2   33    14     28.0    0.480    14
     6   33    15     28.0    0.462    18
    13   33    13     29.0    0.416     5
    19   33    14     33.0    0.401     0
    24   33    15     27.0    0.458     7
    25   33    13     27.0    0.390    14
    28   33    11     26.0    0.381     4
    29   33    13     27.0    0.403     9
    31   33    15     29.0    0.496     9
    33   33    16     31.0    0.557     6
    34   33    14     27.0    0.395     8
    35   33    11     26.0    0.389    11
    39   33    14     27.0    0.437     8
    51   33    13     28.0    0.396     8
    53   33    13     28.0    0.437    19
